addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3
경기도 파주시 적성면 자장리,,31.0,A01,A0101,A01010400,125450,12,20021022090000,,,,126.9690139441,37.9417548169,6.0,20250915103229,27.0,,감악산(파주),10801,41,480.0,,NA01,NA010100
경기도 파주시 적성면 감골길 48,,31.0,A03,A0303,A03030500,2756569,28,20211013224805,http://tong.visitkorea.or.kr/cms/resource/01/2759101_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2759101_image3_1.jpg,Type3,126.9523135563,37.9118746691,6.0,20250730111520,27.0,,감악산낚시터레저타운,10805,41,480.0,LS,LS02,LS020500
경기도 구리시 이문안로 6-1 (교문동),,31.0,A05,A0502,A05020100,134877,39,20050203090000,,,,127.1320757594,37.5917013096,6.0,20251118165812,6.0,,감악산생꼬기꾸이,11938,41,310.0,FD,FD01,FD010100
경기도 구리시 아차산로 302 (교문동),,31.0,A05,A0502,A05020100,2846694,39,20220831113730,http://tong.visitkorea.or.kr/cms/resource/74/2846674_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2846674_image3_1.jpg,Type3,127.1293651728,37.5819579477,6.0,20250429170230,6.0,,강가네한다리이향갈비 본점,11959,41,310.0,FD,FD01,FD010100
경기도 양주시 광적면 삼일로 123-74,,31.0,A05,A0502,A05020100,2788258,39,20211208015354,http://tong.visitkorea.or.kr/cms/resource/02/2788302_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2788302_image3_1.jpg,Type3,126.9857656401,37.8294876595,6.0,20250106132909,18.0,,강경숯불바베큐,11414,41,630.0,FD,FD01,FD010100
경기도 고양시 일산동구 중앙로1261번길 61 (장항동),,31.0,A05,A0502,A05020100,2891383,39,20221031102805,http://tong.visitkorea.or.kr/cms/resource/81/2891381_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2891381_image3_1.jpg,Type3,126.7702485676,37.6574649455,6.0,20250626154944,2.0,,강릉집,10402,41,285.0,FD,FD01,FD010100
경기도 가평군 청평면 북한강로 1871,,31.0,A05,A0502,A05020100,1208943,39,20110219011455,,,,127.3862443838,37.6849062131,6.0,20250317204917,1.0,,강마루,12458,41,820.0,FD,FD01,FD010100
경기도 포천시 일동면 사직리,,31.0,A01,A0101,A01010400,125481,12,20031125090000,,,,127.3824086593,37.9691869397,6.0,20250319100215,29.0,,강씨봉,11118,41,650.0,,NA01,NA010100
경기도 가평군 북면 논남기길 520,,31.0,A01,A0101,A01010600,2774103,12,20211112215922,http://tong.visitkorea.or.kr/cms/resource/28/2774128_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/2774128_image3_1.jpg,Type3,127.4083868175,37.9700067673,6.0,20250317204601,1.0,,강씨봉 자연휴양림,12400,41,820.0,,NA04,NA040600
경기도 가평군 북면 논남기길 402-19,,31.0,A02,A0201,A02010300,1201163,12,20110210230729,http://tong.visitkorea.or.kr/cms/resource/28/3386028_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/28/3386028_image3_1.JPG,Type3,127.4214078804,37.9689765715,6.0,20250318190822,1.0,,강영천효자문,12400,41,820.0,HS,HS01,HS010300
경기도 의정부시 신흥로 177 (의정부동),,31.0,A05,A0502,A05020100,2867328,39,20221014132707,http://tong.visitkorea.or.kr/cms/resource/26/2867326_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/26/2867326_image3_1.JPG,Type3,127.0432520668,37.7321167078,6.0,20250722163424,25.0,,개성설렁탕 본점,11654,41,150.0,FD,FD01,FD010100
경기도 남양주시 와부읍 경강로 876,,,,,,134729,39,20041201090000,,,,127.234925291906,37.559513912908,6.0,20260317101258,,,개성집,12277,41,360.0,FD,FD01,FD010100
경기도 가평군 설악면 유명로 654-58,,31.0,A03,A0302,A03021700,2740124,28,20210906215437,http://tong.visitkorea.or.kr/cms/resource/87/2740287_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/87/2740287_image2_1.JPG,Type3,127.4949674269,37.6030288256,6.0,20250411142614,1.0,,개울가오토캠핑장,12473,41,820.0,AC,AC05,AC050200
경기도 파주시 탄현면 헤이리마을길 48-37,,31.0,A02,A0206,A02060500,2654476,14,20200427225602,http://tong.visitkorea.or.kr/cms/resource/60/3383660_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/60/3383660_image3_1.JPG,Type3,126.7002790678,37.7877540724,6.0,20250324162615,27.0,,갤러리 MOA,10859,41,480.0,VE,VE07,VE070600
경기도 파주시 회동길 37-9 (문발동),,31.0,A02,A0206,A02060500,749479,14,20090608221657,http://tong.visitkorea.or.kr/cms/resource/26/3540626_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/3540626_image3_1.jpg,Type1,126.6843245076,37.7057883439,6.0,20250923144051,27.0,,갤러리박영,10881,41,480.0,VE,VE07,VE070600
경기도 구리시 경춘로 261 (인창동),4층,,,,,4011059,38,20260204123330,https://tong.visitkorea.or.kr/cms/resource/24/4042624_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/24/4042624_image3_1.JPG,Type3,127.143796142875,37.6027360022071,,20260326092041,,,갤럭시 롯데백화점 구리점,11922,41,310.0,SH,SH04,SH040300
경기도 고양시 일산동구 중앙로 1283 (장항동),6층,,,,,4025285,38,20260226205751,https://tong.visitkorea.or.kr/cms/resource/90/4044690_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/90/4044690_image3_1.jpg,Type3,126.77212625922,37.6604717553584,,20260330091611,,,갤럭시 롯데백화점 일산점,10401,41,285.0,SH,SH04,SH040300
경기도 파주시 회동길 390 (문발동),2층,,,,,2918486,38,20221031151108,https://tong.visitkorea.or.kr/cms/resource/55/4023655_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/55/4023655_image3_1.jpg,Type3,126.693761637413,37.7178192715729,6.0,20260327092150,,,갤럭시 롯데프리미엄아울렛 파주점,10881,41,480.0,SH,SH04,SH040300
경기도 파주시 탄현면 필승로 200,1층,,,,,2918546,38,20221031145306,https://tong.visitkorea.or.kr/cms/resource/75/4022475_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/75/4022475_image3_1.jpg,Type3,126.695385303664,37.769351232912,6.0,20260326092041,,,갤럭시 신세계사이먼프리미엄아울렛 파주점,10862,41,480.0,SH,SH04,SH040300
경기도 구리시 경춘로 261 (인창동),4층,,,,,2926529,38,20221030224210,https://tong.visitkorea.or.kr/cms/resource/36/4018536_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/36/4018536_image3_1.jpg,Type3,127.143796142875,37.6027360022071,6.0,20260327092150,,,갤럭시라이프스타일 롯데백화점 구리점,11922,41,310.0,SH,SH04,SH040300
경기도 의정부시 평화로 525 (의정부동),7층,,,,,2918713,38,20221030170031,https://tong.visitkorea.or.kr/cms/resource/42/4020142_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/42/4020142_image3_1.jpg,Type3,127.0458721684,37.7379562781405,6.0,20260327092150,,,갤럭시라이프스타일 신세계백화점 의정부점,11696,41,150.0,SH,SH04,SH040300
경기도 고양시 일산서구 호수로 817 (대화동),6층,,,,,3305424,38,20240201170711,https://tong.visitkorea.or.kr/cms/resource/53/4018753_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/53/4018753_image3_1.jpg,Type3,126.751647571454,37.6679852145335,6.0,20260327092150,,,갤럭시라이프스타일 현대백화점 킨텍스점,10391,41,287.0,SH,SH04,SH040300
경기도 양주시 장흥면 호국로 697,,31.0,A05,A0502,A05020100,2874889,39,20221025144540,http://tong.visitkorea.or.kr/cms/resource/77/2874877_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2874877_image3_1.jpg,Type3,126.9894016554,37.7241777714,6.0,20250623133020,18.0,,갯촌칼국시,11522,41,630.0,FD,FD01,FD010100
경기도 포천시 가산면 포천로898번길 156,,31.0,A05,A0502,A05020100,2854724,39,20220916131641,http://tong.visitkorea.or.kr/cms/resource/17/2854717_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2854717_image3_1.jpg,Type3,127.2010123796,37.8383683068,6.0,20250806131528,29.0,,거북이생고기식당,11164,41,650.0,FD,FD01,FD010100
경기도 가평군 청평면 호반로 1226,,31.0,A05,A0502,A05020100,1214384,39,20110223202702,,,,127.502121835,37.7156353239,6.0,20251107163039,1.0,,검단집,12456,41,820.0,FD,FD01,FD010100
경기도 파주시 회동길 390 (문발동),2층,,,,,2931661,38,20221031150701,https://tong.visitkorea.or.kr/cms/resource/30/4023630_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/30/4023630_image3_1.jpg,Type3,126.693761637413,37.7178192715729,6.0,20260327092150,,,게스 롯데프리미엄아울렛 파주점,10881,41,480.0,SH,SH04,SH040300
경기도 파주시 탄현면 필승로 200,,,,,,2925835,38,20221031171248,https://tong.visitkorea.or.kr/cms/resource/07/4022507_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/07/4022507_image3_1.jpg,Type3,126.695385303664,37.769351232912,6.0,20260327092150,,,게스 신세계사이먼프리미엄아울렛 파주점,10862,41,480.0,SH,SH04,SH040300
경기도 고양시 일산서구 호수로 817 (대화동),,,,,,3305429,38,20240202101324,https://tong.visitkorea.or.kr/cms/resource/30/4018730_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/30/4018730_image3_1.jpg,Type3,126.751647571454,37.6679852145335,6.0,20260327092150,,,게스 현대백화점 킨텍스점,10391,41,287.0,SH,SH04,SH040300
경기도 남양주시 다산순환로 50 (다산동),2층,,,,,4012032,38,20260205113935,https://tong.visitkorea.or.kr/cms/resource/22/4024322_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/22/4024322_image3_1.jpeg,Type3,127.152429100255,37.616257926116,,20260330091611,,,게스 현대프리미엄아울렛 스페이스원점,12248,41,360.0,SH,SH04,SH040300
경기도 파주시 회동길 390 (문발동),,,,,,2894215,38,20221031150130,https://tong.visitkorea.or.kr/cms/resource/95/4023695_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/95/4023695_image3_1.jpg,Type3,126.693761637413,37.7178192715729,6.0,20260327092150,,,겐조 롯데프리미엄아울렛 파주점,10881,41,480.0,SH,SH04,SH040300
경기도 고양시 덕양구 동헌로 100 (관산동),,31.0,A05,A0502,A05020100,2762933,39,20211027003845,http://tong.visitkorea.or.kr/cms/resource/42/2763042_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2763042_image2_1.jpg,Type3,126.8688215155,37.7061915885,6.0,20250626135417,2.0,,견애가,10266,41,281.0,FD,FD01,FD010100
경기도 의정부시 신곡동,814-7,,,,,3515742,12,20250731173611,https://tong.visitkorea.or.kr/cms/resource/32/3515732_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/32/3515732_image3_1.jpg,Type3,127.0738,37.7519,6.0,20260427103638,,,경기도청북부청사역 하부 맨발황톳길,11775,41,150.0,VE,VE03,VE030100
경기도 파주시 탄현면 얼음실로 40,,31.0,A02,A0203,A02030400,129195,12,20060807090000,http://tong.visitkorea.or.kr/cms/resource/54/3435054_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/54/3435054_image3_1.png,Type1,126.6985404091,37.7852432234,6.0,20251023143000,27.0,,경기미래교육 파주캠퍼스,10859,41,480.0,EX,EX07,EX070200
경기도 동두천시 평화로2910번길 46 (상봉암동),,,,,,2493039,14,20170523002103,https://tong.visitkorea.or.kr/cms/resource/42/4005842_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/42/4005842_image3_1.jpg,Type3,127.06445121063878,37.94467139312126,6.0,20260123174948,,,경기북부어린이박물관,11307,41,250.0,VE,VE07,VE070100
경기도 가평군 가평읍 경반리,,31.0,A01,A0101,A01010900,2763773,12,20211027231626,http://tong.visitkorea.or.kr/cms/resource/36/3510936_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/3510936_image3_1.jpg,Type3,127.4692186211,37.8330488418,6.0,20250722140628,1.0,,경반계곡,12415,41,820.0,,NA01,NA010400
경기도 의정부시 둔야로49번길 21 (의정부동),,31.0,A05,A0502,A05020100,2875098,39,20221025163921,http://tong.visitkorea.or.kr/cms/resource/88/2875088_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/88/2875088_image3_1.JPG,Type3,127.0382967289,37.7403351054,6.0,20250722171426,25.0,,경원식당 본점,11673,41,150.0,FD,FD01,FD010100
경기도 포천시 일동면 무리울길 299,,31.0,B02,B0201,B02010700,2738740,32,20210901221738,http://tong.visitkorea.or.kr/cms/resource/02/2738902_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2738902_image3_1.jpg,Type3,127.3606916905,37.9524357148,6.0,20250808102359,29.0,,계곡과소나무 펜션,11118,41,650.0,AC,AC03,AC030100
경기도 포천시 이동면 금강로 6145-45,,31.0,A03,A0302,A03021700,2727473,28,20210727194731,http://tong.visitkorea.or.kr/cms/resource/35/2728135_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2728135_image3_1.jpg,Type3,127.3878244001,38.0780521163,6.0,20250805135107,29.0,,계곡메사오토캠핑장펜션,11110,41,650.0,AC,AC05,AC050100
경기도 가평군 북면 가화로 2389-38,,31.0,A03,A0302,A03021700,2738753,28,20210901222535,http://tong.visitkorea.or.kr/cms/resource/48/2739048_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/48/2739048_image2_1.JPG,Type3,127.4752256561,37.9531016383,6.0,20250410172147,1.0,,계곡풍경펜션,12401,41,820.0,AC,AC05,AC050100
경기도 고양시 일산동구 율천로7번길 10 (정발산동),,31.0,A05,A0502,A05020700,2738657,39,20210901185857,http://tong.visitkorea.or.kr/cms/resource/52/2740752_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2740752_image3_1.jpg,Type3,126.7839276059,37.6669474185,6.0,20250423174141,2.0,,계단라멘,10406,41,285.0,FD,FD02,FD020500
경기도 남양주시 경춘로1256번길 25 (평내동),,,,,,3013802,28,20230921142919,https://tong.visitkorea.or.kr/cms/resource/69/3012269_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/69/3012269_image3_1.jpg,Type3,127.23647396838952,37.64517597201543,6.0,20260428113907,,,고고랜드 남양주점,12222,41,360.0,LS,LS01,LS010100
"경기도 고양시 일산서구 일현로 97-11 (탄현동, 일산 위브더제니스)",1동 지하2층,,,,,3022703,28,20231023161546,https://tong.visitkorea.or.kr/cms/resource/87/3022687_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/87/3022687_image3_1.jpg,Type3,126.76362,37.694203,6.0,20260421151531,,,고고랜드롤러스케이트장 일산 본점,10242,41,287.0,LS,LS01,LS010100
경기도 구리시 우미내길 41,,31.0,A02,A0204,A02040800,2462674,12,20161219182157,,,,127.1109257882,37.5607989622,6.0,20250710091556,6.0,,고구려대장간마을 (태왕사신기 촬영장),11958,41,310.0,EX,EX06,EX061000
경기도 파주시 적성면 어못내길 150-46,,31.0,A02,A0203,A02030100,3064998,12,20231211103940,http://tong.visitkorea.or.kr/cms/resource/92/3064992_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/3064992_image3_1.jpg,Type3,126.9921684399,38.0011316368,6.0,20250725103324,27.0,,고구려목장,10804,41,480.0,EX,EX03,EX030200
경기도 구리시 우미내길 6 (아천동),,31.0,A05,A0502,A05020100,2845447,39,20220830093937,http://tong.visitkorea.or.kr/cms/resource/37/2845437_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/37/2845437_image3_1.JPG,Type3,127.1142226444,37.5630987547,6.0,20250429170227,6.0,,고구려참숯구이,11958,41,310.0,FD,FD01,FD010100
경기도 파주시 미래로 306 (동패동),,31.0,A05,A0502,A05020100,2859634,39,20220926151413,http://tong.visitkorea.or.kr/cms/resource/01/2859601_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2859601_image3_1.jpg,Type3,126.7466021453,37.7057672323,6.0,20250729085616,27.0,,고기카페 운정점,10904,41,480.0,FD,FD01,FD010100
경기도 포천시 관인면 교동길 46,,31.0,A01,A0101,A01010500,2616470,12,20190826224635,http://tong.visitkorea.or.kr/cms/resource/68/2616468_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/68/2616468_image3_1.bmp,Type3,127.2129175697,38.0992297581,6.0,20250819105719,29.0,,고남산 자철석 광산 (한탄강 유네스코 세계지질공원),11100,41,650.0,,NA03,NA030500
경기도 남양주시 조안면 북한강로 998,,,,,,3017976,28,20231005114421,https://tong.visitkorea.or.kr/cms/resource/66/4059866_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/66/4059866_image3_1.JPG,Type3,127.34166307508166,37.60489056097103,6.0,20260424091626,,,고노골수상레저,12278,41,360.0,LS,LS02,LS021400
경기도 남양주시 조안면 북한강로 121,,31.0,A05,A0502,A05020900,802182,39,20090912020621,,,,127.3027007173,37.5360469761,6.0,20250404115644,9.0,,고당,12282,41,360.0,FD,FD05,FD050100
경기도 연천군 신서면 대광리,,31.0,A01,A0101,A01010400,127163,12,20030327090000,http://tong.visitkorea.or.kr/cms/resource/95/3537495_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/3537495_image3_1.jpg,Type3,127.1674160678,38.197756293,6.0,20250915191415,21.0,,고대산,11000,41,800.0,,NA01,NA010100
경기도 연천군 신서면 고대산길 84-79,,,,,,3018261,12,20231005172754,https://tong.visitkorea.or.kr/cms/resource/09/3002909_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/09/3002909_image3_1.jpg,Type3,127.15064798085594,38.21125787230024,6.0,20260422182701,,,고대산자연휴양림,11001,41,800.0,,NA04,NA040600
경기도 연천군 신서면 대광리,130-3,31.0,A03,A0302,A03021700,2036061,28,20151028220601,http://tong.visitkorea.or.kr/cms/resource/13/2566613_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2566613_image3_1.jpg,Type3,127.1434289136,38.2136373284,6.0,20250327092140,21.0,,고대산캠핑리조트,11000,41,800.0,AC,AC05,AC050100
경기도 양주시 고덕로 187-55,(덕계동),31.0,A02,A0202,A02020700,2764950,12,20211029200333,http://tong.visitkorea.or.kr/cms/resource/46/3338846_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/3338846_image3_1.jpg,Type3,127.0640508693,37.8044531036,6.0,20250318113334,18.0,,고덕생활체육공원,11460,41,630.0,VE,VE03,VE030500
경기도 연천군 장남면 장남로 205,,31.0,A05,A0502,A05020900,2784652,39,20211201221759,http://tong.visitkorea.or.kr/cms/resource/09/2784909_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/2784909_image2_1.jpg,Type3,126.8550897005,37.9887583825,6.0,20250702104852,21.0,,고랑포이야기,11050,41,800.0,FD,FD05,FD050100
경기도 가평군 유명로 1641-11,,31.0,A05,A0502,A05020100,2852837,39,20220914095136,http://tong.visitkorea.or.kr/cms/resource/23/2852823_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/2852823_image3_1.jpg,Type3,127.4851050993,37.6757813086,6.0,20250626152034,1.0,,고래옥,12467,41,820.0,FD,FD01,FD010100
경기도 연천군 청산면 초대로 5,,,,,,134597,39,20040706090000,https://tong.visitkorea.or.kr/cms/resource/47/1857447_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/47/1857447_image3_1.jpg,Type3,127.080310404099,37.9885416554467,6.0,20260224171906,,,고려설렁탕해장국,11023,41,800.0,FD,FD01,FD010100
경기도 가평군 가평읍 용추로 227-98,,31.0,A03,A0302,A03021700,2753024,28,20211005232913,http://tong.visitkorea.or.kr/cms/resource/47/2753247_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/47/2753247_image2_1.JPG,Type3,127.4869222112,37.845050549,6.0,20250411185926,1.0,,고멧 캠핑장,12408,41,820.0,AC,AC05,AC050100
경기도 포천시 소흘읍 죽엽산로 685-4,,31.0,A05,A0502,A05020100,2854557,39,20220916103253,http://tong.visitkorea.or.kr/cms/resource/38/2854538_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2854538_image3_1.jpg,Type3,127.1655646923,37.7742223544,6.0,20250806113149,29.0,,고모리 남도한상,11186,41,650.0,FD,FD01,FD010100
경기도 포천시 소흘읍 광릉수목원로 724-23,,31.0,A05,A0502,A05020100,2853483,39,20220914154513,http://tong.visitkorea.or.kr/cms/resource/73/2853473_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/2853473_image3_1.jpg,Type3,127.1564016483,37.7739250004,6.0,20250806105536,29.0,,고모리 뜰안에밥상,11187,41,650.0,FD,FD01,FD010100
